idannonce,cp,ville,codeinsee,descriptif_fr,px,surface,annee_construct,nb_pieces,latitude,longitude,city_name,city_id,districts_id,city_code_insee_sl,districts_name,region_id,min_px,max_px,min_surface,max_surface,min_nbpiece,max_nbpiece,groups,len_group
153950789,38100,Grenoble,380185.0,a visiter sans tarder charmant t de m situe a grenoble dans un immeuble de dans une residence calme a proximite du tram e le bien se situe au eme etage sur cinq il se compose d une piece de vie avec cuisine ouverte toute equipee le tout donnant directement sur le balcon de m oriente est vous trouverez egalement deux chambres une salle d eau et un wc separe les fenetres sont en double vitrage et le logement dispose d une porte blindee le bien est isole par l interieur faux plafond et parquet isolant possibilite d acquerir un garage ferme en sus je suis david l agent en charge de ce secteur et je serais ravi de vous le faire visiter rapidement ,115000.0,52.0,1957.0,3.0,45.176597595,5.711246013999999,Grenoble,15869.0,41642.0,380185.0,Abry,252,109250.0,120750.0,49.4,54.6,2.0,4.0,"[149333771, 153504463, 154571571, 154767533, 141127617, 152137597]",6
149695535,38100,Grenoble,380185.0,exclusivite grenoble le jamaique chemin du chapitre grand t m peut etre transforme en t traversant avec belles prestations au eme etage dans immeuble securise grande cuisine equipee m ouvrant sur loggia fermee m sejour m chambre m dressing salle de bain et wc chauffage individuel au gaz double vitrage et survitrage ascenseur cave garage honoraires agence inclus contact alain riondet annonce redigee et publiee par un agent mandataire ref annonce ,136500.0,56.0,,2.0,45.175868988000005,5.739916801000001,Grenoble,15869.0,41644.0,380185.0,Abbaye,252,129675.0,143325.0,53.199999999999996,58.800000000000004,1.0,3.0,"[154564545, 150185261, 154425161, 153464593, 152084743]",5
154469465,38360,Sassenage,380474.0,vendu loue cet appartement de bon standing datant de l annee offre pieces reparties sur m il est pourvu d un wc d une salle d eau de chambres et d une cuisine amenagee avec des ecoles a min vous serez egalement a proximite immediate des commerces cet appartement est bien entoure cote transports en commun il y a une ligne de tramway a min et un arret de bus a min une gare se trouve a min pour vos voyages en train de plus cet appartement dispose d un balcon pour un peu d air frais parmi les autres plus vous beneficiez d une cave parfait pour stocker differentes affaires l immeuble est dote d un ascenseur la presence d un interphone offre un acces plus securise a la residence l interieur de l appartement tout comme l exterieur de l immeuble sont en bon etat appartement vendu avec locataire en place son prix est fixe a euros envie d en savoir plus prenez contact avec nous reference de l annonce copropriete de lots charges annuelles euros ,142000.0,71.0,1970.0,4.0,45.199577331543,5.669567108154,Sassenage,16146.0,41699.0,380474.0,La Falaise,252,134900.0,149100.0,67.45,74.55,3.0,5.0,"[154693437, 149167845, 148961013, 150595501, 151966485, 152913115, 154425777, 154581127, 154181685, 152458815, 143129747, 150783367, 154268697, 152508243, 145607233, 152025241, 150509489, 154268679, 154181535, 149803473, 154104569, 154104631, 150603623, 148228983, 142830219, 154104955, 129373595, 154307501, 154171813, 153233811]",30
154734687,38000,Grenoble,380185.0,grenoble residence batie en appartement t avec terrasse le secteur estacade condorcet presente une situation quasi ideale quartier vivant il se singularise par son marche alimentaire quotidien ses nombreux commerces de proximite ses tres conviviaux bistrots le nouvel arret de tram condorcet ligne e permet un acces a toute la ville dans les temps les plus courts la gare sncf est a m la residence se distingue par une architecture contemporaine ,260000.0,64.37,2017.0,3.0,45.18542,5.716080000000001,Grenoble,15869.0,41640.0,380185.0,Berriat-Ampere,252,247000.0,273000.0,61.1515,67.58850000000001,2.0,4.0,"[149688107, 154568627]",2
145773071,38100,Grenoble,380185.0,grand t de m avec balcon efficity l agence qui estime votre bien en ligne vous propose cet appartement de type transforme en type de m au sol dont m carrez avec balcon de m entierement renove lumineux exposition sud est il se compose d une entree avec placards coulissants m d une piece a vivre de m donnant sur un balcon de m d une cuisine moderne amenagee et equipee avec une loggia de m expose sud chambres avec placards muraux de et m salle d eau equipee avec douche vasque meubles wc independant fenetres et porte fenetre en double vitrage cave de m sur palier cet appartement est situe a grenoble dans une residence agreable calme et securisee avec interphone au er etage avec ascenseur parking prive places non limitees copropriete proche de toutes commodites bus tram et rocade sud commerces grand place ecoles charge de copropriete euros mois eau froide et chauffage compris taxe fonciere euros an prix de vente euros honoraires aux charges du vendeur efficity societe par actions simplifiee au capital de euros carte professionnelle cpi delivree par la prefecture de police de paris siege avenue de villiers paris garantie financiere cegc pour un montant de euros rcs paris cristina giry agent commercial du reseau immobilier efficity est inscrit au rsac de grenoble ndeg ref annonce ,117000.0,87.95,1968.0,4.0,45.160278999999996,5.7319786,Grenoble,15869.0,41645.0,380185.0,Arlequin,252,111150.0,122850.0,83.5525,92.34750000000001,3.0,5.0,[],0
153510159,38100,Grenoble,380185.0,grenoble bajatiere dans copropriete bien tenue au er etage agreable appartement de type pieces c de m loi carrez se composant d un sejour une cuisine amenagee independante chambres une salle d eau un wc independant une cave en dependances l exposition est traversante est ouest offrant une vue sur le vercors le chauffage est individuel gaz double vitrage des travaux de renovation sont a prevoir sur l ensemble du bien venez decouvrir notre proposition d amenagement virtuel en realisant des travaux situe dans un secteur calme et residentiel vous serez proche des ecoles et des commodites bien soumis au statut de la copropriete comprenant lots principaux montant moyen annuel de la quote part du budget previsionnel a la charge du vendeur euros ,115000.0,67.71,,4.0,45.17752,5.73881,Grenoble,15869.0,41643.0,380185.0,Allies-Clos d'Or,252,109250.0,120750.0,64.32449999999999,71.0955,3.0,5.0,"[154711739, 148560325, 151740781, 152294709, 154447033, 149467775, 154104253, 144326713, 152204703, 151724189, 154012831, 143713489, 149107413, 145462339, 150022229, 154105047, 145478147, 154106613, 149223357, 154104971]",20
147666929,38000,Grenoble,380185.0,c est idealement situe au coeur du quartier recherche de la prefecture que se trouve ce tres bel appartement haussmannien de pieces de m des l entree vous serez immediatement seduit par la beaute et l elegance du lieu l entree principale ouvre sur un spacieux espace de vie en enfilade de m avec sa tres belle cheminee en marbre son parquet en noyer ses radiateurs en fonte sur pieds et plus loin sa cuisine laboratoire au meme etage une chambre donnant sur cour avec sa salle d eau privative un bureau avec une tres belle bibliotheque et des toilettes independantes l etage inferieur offre quant a lui deux belles chambres dont une avec salle d eau privative et toilettes des toilettes independantes et un acces direct au jardin une seconde entree est possible a ce niveau et permettrait de creer deux espaces distincts l appartement est situe au premier etage d un immeuble de trois etages il comprend egalement une cave de m un galetas de m un grand balcon accessible depuis le salon et un perron privatif vegetalise les volumes avec de magnifiques plafonds travailles et une belle hauteur de m la lumiere les tons clairs et parfois acidules le perron ouvrant sur un jardin plein sud et au calme en plein coeur de la ville sont les atouts incontestables de ce bien bien soumis au statut de la copropriete lots charges annuelles de copropriete euros contact sylvie rsac copropriete de lots pas de procedure en cours charges annuelles euros ,575000.0,172.45,,5.0,45.18627166748,5.725358009338,Grenoble,15869.0,48579.0,380185.0,Préfecture,252,546250.0,603750.0,163.8275,181.0725,4.0,6.0,[],0
152080355,38100,Grenoble,380185.0,quartier de la clinique mutualiste proche de toutes les commoditees et transports cet appartement sans ascenseur au er etage est compose d une piece de vie lumineuse donnant sur un balcon une cuisine fermee avec loggia trois chambres dont une avec placard une salle d eau et un toilette separe une cave complete ce bien pas de gros travaux a prevoir mais un bon rafraichissement cet appartement etait loue euros hors charge le bien comprend lot et il est situe dans une copropriete de lots les charges courantes annuelles moyennes de copropriete sont de euros prix de vente euros honoraires charge vendeur contactez votre conseiller safti valerie dubremetz agent commercial immatricule au rsac de grenoble sous le numero ,135000.0,66.0,,4.0,45.182063,5.7071559999999995,Grenoble,15869.0,41640.0,380185.0,Berriat-Ampere,252,128250.0,141750.0,62.699999999999996,69.3,3.0,5.0,"[154693437, 149167845, 151856983, 141526761, 143129747, 147656643, 151811243, 150783367, 152508243, 145607233, 153329461, 154104541, 154560939, 154561041, 154106601, 154104375, 153775825, 152288299, 147404291, 154767427, 154104551, 150438811, 150571851, 154171813, 152288085, 151464125]",26
150595489,38000,Grenoble,380185.0,grenoble thiers appartement de type pieces cuisine d une surface de m tres beaux volumes beaucoup de possibilite de reamenagement pour cet appartement belle entree avec grandes baies sur cour salon en parquet avec cuisine equipee ouverte avec son coin bar chambres cachet de l ancien parquet cheminee et belle hauteur sous plafond et ses moulures dependances cave et grenier transport tram bus quartier thiers aigle immeuble va etre entierement renove ravalement et toiture votes et payes ce que nous aimons secteur beau volume fort potentiel bien soumis au statut de la copropriete non charges courantes annuelles de copropriete euros procedure en cours sur la copropriete non dpe vierge pour decouvrir cette reelle opportunite d acquisition contactez moi frederic bourillon ff immobilier place de metz grenoble nos honoraires ,215000.0,77.0,,3.0,45.183443,5.718764,Grenoble,15869.0,48580.0,380185.0,Championnet-Caserne de Bonne,252,204250.0,225750.0,73.14999999999999,80.85000000000001,2.0,4.0,"[154104595, 144240037, 154580115, 151966505, 151346803, 154056599, 152103519, 154056591]",8
153006403,38130,Echirolles,380151.0,echirolles secteur place beaumarchais surieux bel appartement de type pieces plus cuisine d une surface d environ m au er etage avec ascenseur demi etage cet appartement a ete entierement renove il dispose d un hall d entree ouvert sur un sejour vous trouverez un acces sur une loggia exposee sud une grande cuisine chambres dont une de m un dressing une salle de bain avec baignoire et wc separes vous disposerez de double vitrage d un tableau electrique aux normes ce bien est vendu avec une cave transport bus et tram quartier proche carrrefour immeuble ce que nous aimons appartement en bon etat bien soumis au statut de la copropriete non charges courantes annuelles de copropriete euros procedure en cours sur la copropriete non dpe c pour decouvrir cette reelle opportunite d acquisition contactez moi fanny gastaldi arch immo avenue du mai echirolles nos honoraires ,72000.0,76.66,,4.0,45.156402,5.722569,Échirolles,15838.0,41621.0,380151.0,Grand-Place,252,68400.0,75600.0,72.827,80.493,3.0,5.0,"[152198735, 154106629]",2
152508245,38120,St Egreve,380382.0,saint egreve chateau du muret emplacement recherche et environnement incroyable pour ce duplex de type pieces cuisine de m il se compose d une cuisine independante chambres salon et salle a manger salle d eau et salle de bain chauffage individuel au gaz magnifique batisse au coeur d un tres beau parc ,315000.0,116.95,,5.0,45.230519,5.692634,Saint-Égrève,16058.0,41681.0,380382.0,Fiancey-Brieux,252,299250.0,330750.0,111.10249999999999,122.79750000000001,4.0,6.0,"[154181675, 152544771]",2
154711739,38100,Grenoble,380185.0,alexia herreman votre conseiller independant dr house immo a votre ecoute vous propose ce t d une surface de m situe au eme etage sur avec ascenseur au sein d un immeuble ravale et isole en il se compose d une entree avec des rangements une cuisine meublee un sejour double de pres de m possibilite de creer une eme chambre chambres une salle d eau un cellier et wc separe ce bien dispose de nombreux placards et d un dressing traversant est ouest ce bien est tres lumineux et vous offre une vue degagee depuis son balcon il est actuellement loue a euros charges comprises euros hors charges euros de charges une cave en sous sol complete ce bien secteur cours de la liberation grenoble ,120000.0,67.0,1960.0,4.0,45.163037,5.712063,Grenoble,15869.0,41642.0,380185.0,Abry,252,114000.0,126000.0,63.65,70.35000000000001,3.0,5.0,"[153510159, 147619281, 148924457, 151785547, 149467775, 151670189, 152204703, 151724189, 147928567, 151612985, 149107413, 154601543, 150726029, 145462339, 151085161, 154104937, 153329465, 145478147, 149223357, 154105023, 154105875]",21
148511805,38120,St Egreve,380382.0,a saint egreve petite copropriete avec faibles charges a proximite de toutes les commodites dans un petit immeuble de etages appartement f comprenant deux chambres cuisine amenagee sejour lumineux ouvrant sur balcon avec vue degagee sur le vercors salle de bains avec baignoire wc separes hall avec rangements cave en sous sol chauffage individuel electrique double vitrage partout faibles charges a proximite de toutes les commodites ecoles commerces tram e ref annonce ,103000.0,52.0,,3.0,45.2349,5.67396,Saint-Égrève,16058.0,41680.0,380382.0,Barnave-Saint Robert,252,97850.0,108150.0,49.4,54.6,2.0,4.0,"[145626751, 153801391, 151510745, 148284577, 152671659, 154304767, 151056465, 143573271, 153993847, 136011603]",10
151159799,38400,Saint-Martin-d'Heres,380421.0,localise a saint martin d heres village sur la copropriete les mimosas rue fernand leger cet appartement de bon standing datant de l annee et ravale isole en offre pieces reparties sur m environ au rez de chaussee sureleve de l immeuble sans ascenseur il est dote d une cuisine equipee de m avec acces loggia extension cuisine ou espace buanderie possible prise d eau prises electriques d un grand sejour de m avec acces au balcon et de chambres il est egalement pourvu d un dressing au fond de l appartement d une salle de bains et de wc separes l appartement est en bon etat general tableau electrique aux normes double vitrage pvc dans tout le logement chaudiere saunier duval neuve avec quelques rafraichissements a prevoir eventuellement revetement sols murs grace a son cote traversant nord sud et sa vue degagee sur le parc de la copropriete vous profiterez d une pleine luminosite et ce sans aucun vis a vis parmi ses autres points forts un cellier sur le palier vous offrira une dependance supplementaire pour stocker differentes affaires et de nombreuses places de parking sont disponibles dans cette copropriete privee cet appartement est equipe de radiateurs pour un chauffage individuel fonctionnant au gaz les charges annuelles de copropriete pour cet appartement sont de euros soit euros mois pour l entretien des parties communes des poubelles et espaces verts de la residence comptez sur euros de taxe fonciere le prix de cet appartement est fixe a euros et les honoraires sont a la charge du vendeur prenez contact avec votre agence smh immobilier pour profiter de cette belle opportunite transport comptez pour vos deplacements sur au moins une ligne de bus a la sortie de la copropriete c et sur le tram d en min a pied et un acces rapide a la rocade sud quartier boulangerie patisserie bar tabac pharmacie bibliotheque etc a proximite ecole romain rolland college fernand leger et lycee pablo neruda a deux pas de la residence immeuble parmi les atouts de cet appartement vous beneficierez d une isolation exterieure d une etancheite du toit et d un ravalement tout frais puisque les travaux ont ete realises en la copropriete a ete egalement recemment fermee par portail electrique et l immeuble est equipe d un interphone et digicode autrement dit aucun travaux important de copropriete ne vous attend et vous serez tranquilles pendant une bonne vingtaine d annee ce que nous aimons secteur tres calme et familial du village de st martin d heres bien soumis au statut de la copropriete non charges courantes annuelles de copropriete euros procedure en cours sur la copropriete non dpe e pour decouvrir cette reelle opportunite d acquisition contactez moi perrine gagnor smh immobilier avenue ambroise croizat saint martin d heres nos honoraires ,128000.0,72.0,,4.0,45.168244,5.763984,Saint-Martin-d'Hères,16096.0,41690.0,380421.0,Le Village,252,121600.0,134400.0,68.39999999999999,75.60000000000001,3.0,5.0,"[148947457, 151481785, 145064175, 153372975, 154486551, 142854677, 151085161, 154105991, 154104375, 154105017, 154105023, 147404291]",12
153399177,38130,Échirolles,380151.0,t belle vue loue bonne rentabilite etage eleve ascenseur cuisine independante cave faibles charges loyer euros plus euros de charges ,55000.0,27.0,1974.0,1.0,45.14852,5.71561,Échirolles,15838.0,41620.0,380151.0,Centre,252,52250.0,57750.0,25.65,28.35,0.0,2.0,[],0
148881165,38130,Echirolles,380151.0,echirolles nouveau centre venez decouvrir ce spacieux t plus cuisine d une surface de m vous serez situe au eme est dernier etages avec ascenseur ce qui vous offrira une superbe vue sur les montagnes vous disposerez d une grande entree avec un placard une piece de vie avec une cuisine ouverte une superbe chambre et une salle d eau avec wc vous pourrez stationner facilement car une place de parking couverte est vendue avec l appartement l appartement est actuellement loue loyer euros hc a decouvrir rapidement transport bus et tram a proximite quartier nouveau centre immeuble bien entretenu recente ce que nous aimons son emplacement sa fonctionnalite bien soumis au statut de la copropriete non procedure en cours sur la copropriete non dpe pour decouvrir cette reelle opportunite d acquisition contactez moi fanny gastaldi arch immo avenue du mai echirolles nos honoraires ,93000.0,49.16,,2.0,45.147763,5.720226,Échirolles,15838.0,41622.0,380151.0,Frange Verte-Commanderie,252,88350.0,97650.0,46.70199999999999,51.618,1.0,3.0,"[148276145, 150583041, 151417715, 154106605, 154104625, 154105749]",6
152302783,38100,Grenoble,380185.0,a acheter appartement pieces cuisine balcon chauffage individuel m etage sur compose sejour cuisine separee salle de bain avec wc transport tram c e bus c et quartier les eaux claires quartier a l ambiance animee abrite habitants qui ont une moyenne d age de ans ont des revenus confortables vivent majoritairement en celibataire et sont principalement locataires de leur logement le quartier dispose aux alentours de divers services et infrastructures de transport de commerce d education de culture de sante immeuble copropriete securisee et bien tenue ce que nous aimons appartement traversant et lumineux au er etage sans vis a vis nombreux rangement et grande cave stationnement gratuit dans la rue actuellement loue euros hors charges bien soumis au statut de la copropriete non nombre de lots d habitation de la copropriete nombre de lots total de la copropriete charges courantes annuelles de copropriete euros procedure en cours sur la copropriete non annee de construction de l immeuble dpe e pour decouvrir cette reelle opportunite d acquisition contactez moi stephane chapas moncenis grenoble cours jean jaures grenoble nos honoraires ,105000.0,44.61,,2.0,45.177869,5.707453,Grenoble,15869.0,41642.0,380185.0,Abry,252,99750.0,110250.0,42.3795,46.8405,1.0,3.0,"[147263071, 153389427, 152887277, 151851315, 146928455, 153518689, 152217323, 152506535]",8
149167845,38600,Fontaine,380169.0,dans residence securisee le st christophe au er etage bel appartement de m renove avec chambres piece de vie de m cuisine equipee salle d eau wc balcon donnant sur parc arbore cave et place de parking l appartement est equipe de fenetres et portes en pvc avec vue degagee sur le vercors et chartreuse charges moyennes mensuelles euros avec eau chaude et chauffage collectif gaz compris consommation mensuelle electricite gaz euros taxe fonciere euros nombre de lots de la copropriete montant moyen de la quote part annuelle de charges budget previsionnel euros soit euros par mois les honoraires sont a la charge du vendeur contactez jose dos santos agent commercial refleximmo rsac ndeg greffe de grenoble ref ,140000.0,68.0,1960.0,3.0,45.19452329999999,5.6817494,Fontaine,15854.0,41634.0,380169.0,Ambroise-Croizat,252,133000.0,147000.0,64.6,71.4,2.0,4.0,"[154693437, 154469465, 152080355, 151966485, 152913115, 152747367, 152941041, 154181685, 152458815, 143129747, 151811243, 150783367, 152508243, 145607233, 152025241, 153329461, 154181535, 154560939, 154104569, 150603623, 148228983, 153775825, 152288299, 129373595, 154104551, 150571851, 154171813, 151464125]",28
149333771,38000,Grenoble,380185.0,grenoble angle jean perrot et av des jeux olympiques pieces c de m au eme etage avec ascenseur dans une copropriete de lots tres bon etat et tres calme sejour donnant sur une terrasse de m place de parking privative en sous sol parking collectif a l exterieur avec portail vendu loue euros mois espaces verts fenetre en pvc charges euros an classe energie e euros hdegag vendeur ,119000.0,50.4,1995.0,2.0,45.170769,5.736036,Grenoble,15869.0,41645.0,380185.0,Arlequin,252,113050.0,124950.0,47.879999999999995,52.92,1.0,3.0,"[153950789, 153504463, 152917267, 154571571, 154560951, 154425179, 154106599, 154560929, 154106653]",9
